"","Mno","Y","richness","richness.n","Entry","Study","Expt","Ref","Source","TDBU","FTG","TG","Ygen","Yqual","Yunits","Ydesc","Consumer","Taxon","Resource","Sys1","Sys2","Des1","Des2","Des3","Des4","Location","Lat","Lon","Elev","LatlonError","Slevels","Spool","Smax","Area","Vol","Bsize","SPscale","Dur","Gtime","Tscale","LnTscale","Tser","FinalT","SnonF","HigherT","AddTrt1","AddTrt2","AddTrt3","Treatment","restrt","Monotes","logS","Smax1","TG1","logY","unit.types","unit.types2","MaxTscale","Finaltime","logMaxTime"
"545",922,231.3308,"24",24,464,73,145,"Tilman et al. - Biodiversity I (E123)","Cedar Creek LTER website; www.cedarcreek.umn.edu","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (temperate grassland species; grasses+legumes+forbs)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",7,24,"24",9,NA,"8.8288",1.0194,1887,889.6875,2.121,"0.7519","Y","N","0","Y","","","","control","control","",3.17805383034795,24,"1",5.44384872077009,"mass","biomass",2.121,"Y",0.751887675582545
"546",923,139.5813,"2",2,465,73,145,"Tilman et al. - Biodiversity I (E123)","Cedar Creek LTER website; www.cedarcreek.umn.edu","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (temperate grassland species; grasses+legumes+forbs)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",7,24,"24",9,NA,"8.8288",1.0194,2253,889.6875,2.5323,"0.9291","Y","N","0","Y","","","","control","control","",0.693147180559945,24,"1",4.93864722720089,"mass","biomass",2.5323,"Y",0.929127980675647
"547",923,103.02,"1",1,465,73,145,"Tilman et al. - Biodiversity I (E123)","Cedar Creek LTER website; www.cedarcreek.umn.edu","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (temperate grassland species; grasses+legumes+forbs)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",7,24,"24",9,NA,"8.8288",1.0194,2253,889.6875,2.5323,"0.9291","Y","N","0","Y","","","","control","control","",0,24,"1",4.63492314413744,"mass","biomass",2.5323,"Y",0.929127980675647
"548",923,174.9975,"8",8,465,73,145,"Tilman et al. - Biodiversity I (E123)","Cedar Creek LTER website; www.cedarcreek.umn.edu","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (temperate grassland species; grasses+legumes+forbs)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",7,24,"24",9,NA,"8.8288",1.0194,2253,889.6875,2.5323,"0.9291","Y","N","0","Y","","","","control","control","",2.07944154167984,24,"1",5.16477168810719,"mass","biomass",2.5323,"Y",0.929127980675647
"549",923,165.3725,"4",4,465,73,145,"Tilman et al. - Biodiversity I (E123)","Cedar Creek LTER website; www.cedarcreek.umn.edu","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (temperate grassland species; grasses+legumes+forbs)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",7,24,"24",9,NA,"8.8288",1.0194,2253,889.6875,2.5323,"0.9291","Y","N","0","Y","","","","control","control","",1.38629436111989,24,"1",5.10820050516288,"mass","biomass",2.5323,"Y",0.929127980675647
"550",923,204.2978,"12",12,465,73,145,"Tilman et al. - Biodiversity I (E123)","Cedar Creek LTER website; www.cedarcreek.umn.edu","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (temperate grassland species; grasses+legumes+forbs)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",7,24,"24",9,NA,"8.8288",1.0194,2253,889.6875,2.5323,"0.9291","Y","N","0","Y","","","","control","control","",2.484906649788,24,"1",5.31957873328787,"mass","biomass",2.5323,"Y",0.929127980675647
"551",923,200.4263,"6",6,465,73,145,"Tilman et al. - Biodiversity I (E123)","Cedar Creek LTER website; www.cedarcreek.umn.edu","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (temperate grassland species; grasses+legumes+forbs)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",7,24,"24",9,NA,"8.8288",1.0194,2253,889.6875,2.5323,"0.9291","Y","N","0","Y","","","","control","control","",1.79175946922805,24,"1",5.30044659812477,"mass","biomass",2.5323,"Y",0.929127980675647
"552",923,236.8104,"24",24,465,73,145,"Tilman et al. - Biodiversity I (E123)","Cedar Creek LTER website; www.cedarcreek.umn.edu","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (temperate grassland species; grasses+legumes+forbs)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",7,24,"24",9,NA,"8.8288",1.0194,2253,889.6875,2.5323,"0.9291","Y","N","0","Y","","","","control","control","",3.17805383034795,24,"1",5.46725982096436,"mass","biomass",2.5323,"Y",0.929127980675647
"553",924,63.9083,"1",1,466,73,145,"Tilman et al. - Biodiversity I (E123)","Cedar Creek LTER website; www.cedarcreek.umn.edu","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (temperate grassland species; grasses+legumes+forbs)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",7,24,"24",9,NA,"8.8288",1.0194,2618,889.6875,2.9426,"1.0793","Y","N","0","Y","","","","control","control","",0,24,"1",4.15744924340229,"mass","biomass",2.9426,"Y",1.07929354428171
"554",924,75.2371,"2",2,466,73,145,"Tilman et al. - Biodiversity I (E123)","Cedar Creek LTER website; www.cedarcreek.umn.edu","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (temperate grassland species; grasses+legumes+forbs)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",7,24,"24",9,NA,"8.8288",1.0194,2618,889.6875,2.9426,"1.0793","Y","N","0","Y","","","","control","control","",0.693147180559945,24,"1",4.320644460362,"mass","biomass",2.9426,"Y",1.07929354428171
"555",924,121.3122,"8",8,466,73,145,"Tilman et al. - Biodiversity I (E123)","Cedar Creek LTER website; www.cedarcreek.umn.edu","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (temperate grassland species; grasses+legumes+forbs)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",7,24,"24",9,NA,"8.8288",1.0194,2618,889.6875,2.9426,"1.0793","Y","N","0","Y","","","","control","control","",2.07944154167984,24,"1",4.79836738797408,"mass","biomass",2.9426,"Y",1.07929354428171
"556",924,96.4435,"4",4,466,73,145,"Tilman et al. - Biodiversity I (E123)","Cedar Creek LTER website; www.cedarcreek.umn.edu","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (temperate grassland species; grasses+legumes+forbs)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",7,24,"24",9,NA,"8.8288",1.0194,2618,889.6875,2.9426,"1.0793","Y","N","0","Y","","","","control","control","",1.38629436111989,24,"1",4.56895734464945,"mass","biomass",2.9426,"Y",1.07929354428171
"557",924,116.345,"12",12,466,73,145,"Tilman et al. - Biodiversity I (E123)","Cedar Creek LTER website; www.cedarcreek.umn.edu","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (temperate grassland species; grasses+legumes+forbs)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",7,24,"24",9,NA,"8.8288",1.0194,2618,889.6875,2.9426,"1.0793","Y","N","0","Y","","","","control","control","",2.484906649788,24,"1",4.75655991503891,"mass","biomass",2.9426,"Y",1.07929354428171
"558",924,96.5717,"6",6,466,73,145,"Tilman et al. - Biodiversity I (E123)","Cedar Creek LTER website; www.cedarcreek.umn.edu","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (temperate grassland species; grasses+legumes+forbs)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",7,24,"24",9,NA,"8.8288",1.0194,2618,889.6875,2.9426,"1.0793","Y","N","0","Y","","","","control","control","",1.79175946922805,24,"1",4.57028573763459,"mass","biomass",2.9426,"Y",1.07929354428171
"559",924,123.8192,"24",24,466,73,145,"Tilman et al. - Biodiversity I (E123)","Cedar Creek LTER website; www.cedarcreek.umn.edu","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (temperate grassland species; grasses+legumes+forbs)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",7,24,"24",9,NA,"8.8288",1.0194,2618,889.6875,2.9426,"1.0793","Y","N","0","Y","","","","control","control","",3.17805383034795,24,"1",4.81882243707845,"mass","biomass",2.9426,"Y",1.07929354428171
"560",925,169.8981,"8",8,476,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,837,889.6875,0.9408,"-0.061","Y","N","0","Y","","","","control","control","",2.07944154167984,16,"1",5.1351988455665,"mass","biomass",0.9408,"Y",-0.0610247018377746
"561",925,182.0405,"16",16,476,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,837,889.6875,0.9408,"-0.061","Y","N","0","Y","","","","control","control","",2.77258872223978,16,"1",5.20422918979376,"mass","biomass",0.9408,"Y",-0.0610247018377746
"562",925,124.3186,"2",2,476,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,837,889.6875,0.9408,"-0.061","Y","N","0","Y","","","","control","control","",0.693147180559945,16,"1",4.82284762529467,"mass","biomass",0.9408,"Y",-0.0610247018377746
"563",925,85.7843,"1",1,476,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,837,889.6875,0.9408,"-0.061","Y","N","0","Y","","","","control","control","",0,16,"1",4.45183600606738,"mass","biomass",0.9408,"Y",-0.0610247018377746
"564",925,166.2379,"4",4,476,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,837,889.6875,0.9408,"-0.061","Y","N","0","Y","","","","control","control","",1.38629436111989,16,"1",5.11341989493234,"mass","biomass",0.9408,"Y",-0.0610247018377746
"565",926,210.2043,"16",16,477,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,1202,889.6875,1.351,"0.3009","Y","N","0","Y","","","","control","control","",2.77258872223978,16,"1",5.34807991494151,"mass","biomass",1.351,"Y",0.300845058978062
"566",926,136.6631,"1",1,477,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,1202,889.6875,1.351,"0.3009","Y","N","0","Y","","","","control","control","",0,16,"1",4.91751877312872,"mass","biomass",1.351,"Y",0.300845058978062
"567",926,243.4242,"8",8,477,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,1202,889.6875,1.351,"0.3009","Y","N","0","Y","","","","control","control","",2.07944154167984,16,"1",5.49480560042623,"mass","biomass",1.351,"Y",0.300845058978062
"568",926,178.1917,"2",2,477,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,1202,889.6875,1.351,"0.3009","Y","N","0","Y","","","","control","control","",0.693147180559945,16,"1",5.18285993707206,"mass","biomass",1.351,"Y",0.300845058978062
"569",926,197.2845,"4",4,477,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,1202,889.6875,1.351,"0.3009","Y","N","0","Y","","","","control","control","",1.38629436111989,16,"1",5.28464684937486,"mass","biomass",1.351,"Y",0.300845058978062
"570",927,301.6303,"8",8,478,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,1567,889.6875,1.7613,"0.566","Y","N","0","Y","","","","control","control","",2.07944154167984,16,"1",5.70920209527859,"mass","biomass",1.7613,"Y",0.566052172756113
"571",927,139.644,"1",1,478,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,1567,889.6875,1.7613,"0.566","Y","N","0","Y","","","","control","control","",0,16,"1",4.93909632691394,"mass","biomass",1.7613,"Y",0.566052172756113
"572",927,223.1398,"2",2,478,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,1567,889.6875,1.7613,"0.566","Y","N","0","Y","","","","control","control","",0.693147180559945,16,"1",5.40779848086634,"mass","biomass",1.7613,"Y",0.566052172756113
"573",927,281.4498,"16",16,478,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,1567,889.6875,1.7613,"0.566","Y","N","0","Y","","","","control","control","",2.77258872223978,16,"1",5.63995410130399,"mass","biomass",1.7613,"Y",0.566052172756113
"574",927,242.7575,"4",4,478,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,1567,889.6875,1.7613,"0.566","Y","N","0","Y","","","","control","control","",1.38629436111989,16,"1",5.49206300267769,"mass","biomass",1.7613,"Y",0.566052172756113
"575",928,203.9803,"4",4,479,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,1932,889.6875,2.1715,"0.7754","Y","N","0","Y","","","","control","control","",1.38629436111989,16,"1",5.31802342055372,"mass","biomass",2.1715,"Y",0.77541817299274
"576",928,112.1434,"1",1,479,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,1932,889.6875,2.1715,"0.7754","Y","N","0","Y","","","","control","control","",0,16,"1",4.71977840947971,"mass","biomass",2.1715,"Y",0.77541817299274
"577",928,285.8776,"16",16,479,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,1932,889.6875,2.1715,"0.7754","Y","N","0","Y","","","","control","control","",2.77258872223978,16,"1",5.65556374718571,"mass","biomass",2.1715,"Y",0.77541817299274
"578",928,152.7723,"2",2,479,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,1932,889.6875,2.1715,"0.7754","Y","N","0","Y","","","","control","control","",0.693147180559945,16,"1",5.02894857757621,"mass","biomass",2.1715,"Y",0.77541817299274
"579",928,254.6022,"8",8,479,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,1932,889.6875,2.1715,"0.7754","Y","N","0","Y","","","","control","control","",2.07944154167984,16,"1",5.53970232709147,"mass","biomass",2.1715,"Y",0.77541817299274
"580",929,188.2067,"2",2,480,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,2297,889.6875,2.5818,"0.9485","Y","N","0","Y","","","","control","control","",0.693147180559945,16,"1",5.23754082694268,"mass","biomass",2.5818,"Y",0.948486830090472
"581",929,219.9658,"4",4,480,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,2297,889.6875,2.5818,"0.9485","Y","N","0","Y","","","","control","control","",1.38629436111989,16,"1",5.3934720797226,"mass","biomass",2.5818,"Y",0.948486830090472
"582",929,117.5156,"1",1,480,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,2297,889.6875,2.5818,"0.9485","Y","N","0","Y","","","","control","control","",0,16,"1",4.76657109072904,"mass","biomass",2.5818,"Y",0.948486830090472
"583",929,325.1685,"16",16,480,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,2297,889.6875,2.5818,"0.9485","Y","N","0","Y","","","","control","control","",2.77258872223978,16,"1",5.78434350951345,"mass","biomass",2.5818,"Y",0.948486830090472
"584",929,266.1855,"8",8,480,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,2297,889.6875,2.5818,"0.9485","Y","N","0","Y","","","","control","control","",2.07944154167984,16,"1",5.58419343415438,"mass","biomass",2.5818,"Y",0.948486830090472
"585",930,125.1384,"1",1,481,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,2662,889.6875,2.9921,"1.096","Y","N","0","Y","","","","control","control","",0,16,"1",4.82942032480844,"mass","biomass",2.9921,"Y",1.09597548201361
"586",930,201.524,"4",4,481,74,146,"Tilman et al. - Biodiversity II (E120)","Cedar Creek LTER website; www.cedarcreek.umn.edu.  Data from most recent years from author directly.","TD","P",1,"SST","","g m-2","Plant aboveground dry mass","Plantae (Mixed assemblage of herbaceous plants containing C-3 and C-4 grasses; forbs; and legumes)","plant","Inorganic nutrients (N)",0,7,2,4,2,"S","Cedar Creek Natural History area in Minnesota; USA",45.4,-93.2,NA,"lat long of address of first author",5,18,"16",81,NA,"8.8288",9.1746,2662,889.6875,2.9921,"1.096","Y","N","0","Y","","","","control","control","",1.38629436111989,16,"1",5.30590848099385,"mass","biomass",2.9921,"Y",1.09597548201361
