"","Entry","Mno","restrt","..1","Study.y","ExptA","Ref","TDBU","FTG","Ygen","Yunits","Sys1","Des1","Slevels","Smax","Dur","Gtime","Tscale","LnTscale","Tser","FinalT","HigherT","richness","value","Mean.value","value.st","unit.types","unit.types2","MaxTscale","Finaltime","logMaxTime","logY","logS","TG1","Study","minval","maxval","convert.min","convert.max","values.rs","logY.rs","logYst","logSc","lnTc","logSmax","logSmaxc"
"552","1369",1384,"control",1210,183,"559","Picasso et al, Crop Science 2008","TD",1,"SST","g m-2","T",2,5,6,"730","773",0.9444,"-0.0572","N","Y","Y",2,573.6632,642.88926,0.892320397450721,"mass","biomass",0.9444,"Y",-0.0572054737707792,6.35204246452691,0.693147180559945,"1","183",315.3857,856.3333,"0","0",573.6632,6.35204246452691,-0.113930020928225,-1.38629436111989,-2.46125364611526,1.79175946922805,0
"553","1369",1384,"control",1210,183,"559","Picasso et al, Crop Science 2008","TD",1,"SST","g m-2","T",2,5,6,"730","773",0.9444,"-0.0572","N","Y","Y",3,619.2308,642.88926,0.96319978964962,"mass","biomass",0.9444,"Y",-0.0572054737707792,6.42847806264051,1.09861228866811,"1","183",315.3857,856.3333,"0","0",619.2308,6.42847806264051,-0.0374944228146264,-0.980829253011726,-2.46125364611526,1.79175946922805,0
"554","1369",1384,"control",1210,183,"559","Picasso et al, Crop Science 2008","TD",1,"SST","g m-2","T",2,5,6,"730","773",0.9444,"-0.0572","N","Y","Y",4,849.8333,642.88926,1.32189686914353,"mass","biomass",0.9444,"Y",-0.0572054737707792,6.74504021260372,1.38629436111989,"1","183",315.3857,856.3333,"0","0",849.8333,6.74504021260372,0.279067727148584,-0.693147180559945,-2.46125364611526,1.79175946922805,0
"555","1369",1384,"control",1210,183,"559","Picasso et al, Crop Science 2008","TD",1,"SST","g m-2","T",2,5,6,"730","773",0.9444,"-0.0572","N","Y","Y",6,856.3333,642.88926,1.33200747512876,"mass","biomass",0.9444,"Y",-0.0572054737707792,6.75265966951612,1.79175946922805,"1","183",315.3857,856.3333,"0","0",856.3333,6.75265966951612,0.286687184060982,-0.287682072451781,-2.46125364611526,1.79175946922805,0
"556","137",800,"control",0.1495,28,"53","Fox 2004","TD",1,"SST","g L-1","A",1,2,7,"7","3.4286",2.0417,"0.7138","Y","N","Y",1,0.0572,0.05995,0.954128440366972,"mass","biomass",2.0417,"Y",0.713782794160017,-2.86120138059638,0,"1","28",0.0572,0.0627,"1","0",57.2,4.04655389838575,-0.0469569830877711,-2.07944154167984,-1.69026537818446,1.94591014905531,0.154150679827258
"557","137",800,"control",0.1495,28,"53","Fox 2004","TD",1,"SST","g L-1","A",1,2,7,"7","3.4286",2.0417,"0.7138","Y","N","Y",7,0.0627,0.05995,1.04587155963303,"mass","biomass",2.0417,"Y",0.713782794160017,-2.76939383134326,1.94591014905531,"1","28",0.0572,0.0627,"1","0",62.7,4.13836144763888,0.0448505661653517,-0.133531392624523,-1.69026537818446,1.94591014905531,0.154150679827258
"558","1370",1385,"control",885,183,"560","Picasso et al, Crop Science 2008","TD",1,"SST","g m-2","T",2,5,6,"730","773",0.9444,"-0.0572","N","Y","Y",1,333.6143,515.9852,0.646557885768817,"mass","biomass",0.9444,"Y",-0.0572054737707792,5.80998553527332,0,"1","183",333.6143,705,"0","0",333.6143,5.80998553527332,-0.436092547626361,-2.07944154167984,-2.46125364611526,1.79175946922805,0
"559","1370",1385,"control",885,183,"560","Picasso et al, Crop Science 2008","TD",1,"SST","g m-2","T",2,5,6,"730","773",0.9444,"-0.0572","N","Y","Y",2,510.5938,515.9852,0.989551250694787,"mass","biomass",0.9444,"Y",-0.0572054737707792,6.2355743621563,0.693147180559945,"1","183",333.6143,705,"0","0",510.5938,6.2355743621563,-0.0105037207433769,-1.38629436111989,-2.46125364611526,1.79175946922805,0
"560","1370",1385,"control",885,183,"560","Picasso et al, Crop Science 2008","TD",1,"SST","g m-2","T",2,5,6,"730","773",0.9444,"-0.0572","N","Y","Y",3,557.3846,515.9852,1.08023369662541,"mass","biomass",0.9444,"Y",-0.0572054737707792,6.32325548639205,1.09861228866811,"1","183",333.6143,705,"0","0",557.3846,6.32325548639205,0.0771774034923714,-0.980829253011726,-2.46125364611526,1.79175946922805,0
"561","1370",1385,"control",885,183,"560","Picasso et al, Crop Science 2008","TD",1,"SST","g m-2","T",2,5,6,"730","773",0.9444,"-0.0572","N","Y","Y",4,473.3333,515.9852,0.917338908170234,"mass","biomass",0.9444,"Y",-0.0572054737707792,6.15979979150466,1.38629436111989,"1","183",333.6143,705,"0","0",473.3333,6.15979979150466,-0.0862782913950196,-0.693147180559945,-2.46125364611526,1.79175946922805,0
"562","1370",1385,"control",885,183,"560","Picasso et al, Crop Science 2008","TD",1,"SST","g m-2","T",2,5,6,"730","773",0.9444,"-0.0572","N","Y","Y",6,705,515.9852,1.36631825874075,"mass","biomass",0.9444,"Y",-0.0572054737707792,6.55819780281227,1.79175946922805,"1","183",333.6143,705,"0","0",705,6.55819780281227,0.31211971991259,-0.287682072451781,-2.46125364611526,1.79175946922805,0
"563","1371",1386,"control",499,183,"561","Picasso et al, Crop Science 2008","TD",1,"SST","g m-2","T",2,5,6,"730","773",0.9444,"-0.0572","N","Y","Y",1,244.7514,449.1925,0.544869738475153,"mass","biomass",0.9444,"Y",-0.0572054737707792,5.50024300151683,0,"1","183",244.7514,587.3333,"0","0",244.7514,5.50024300151683,-0.607208524859004,-2.07944154167984,-2.46125364611526,1.79175946922805,0
"564","1371",1386,"control",499,183,"561","Picasso et al, Crop Science 2008","TD",1,"SST","g m-2","T",2,5,6,"730","773",0.9444,"-0.0572","N","Y","Y",2,367.1278,449.1925,0.81730616606466,"mass","biomass",0.9444,"Y",-0.0572054737707792,5.9057100163198,0.693147180559945,"1","183",244.7514,587.3333,"0","0",367.1278,5.9057100163198,-0.201741510056039,-1.38629436111989,-2.46125364611526,1.79175946922805,0
"565","1371",1386,"control",499,183,"561","Picasso et al, Crop Science 2008","TD",1,"SST","g m-2","T",2,5,6,"730","773",0.9444,"-0.0572","N","Y","Y",3,467.4167,449.1925,1.04057102467205,"mass","biomass",0.9444,"Y",-0.0572054737707792,6.14722115103429,1.09861228866811,"1","183",244.7514,587.3333,"0","0",467.4167,6.14722115103429,0.0397696246584562,-0.980829253011726,-2.46125364611526,1.79175946922805,0
"566","1371",1386,"control",499,183,"561","Picasso et al, Crop Science 2008","TD",1,"SST","g m-2","T",2,5,6,"730","773",0.9444,"-0.0572","N","Y","Y",4,587.3333,449.1925,1.30753140357419,"mass","biomass",0.9444,"Y",-0.0572054737707792,6.37559246107432,1.38629436111989,"1","183",244.7514,587.3333,"0","0",587.3333,6.37559246107432,0.268140934698487,-0.693147180559945,-2.46125364611526,1.79175946922805,0
"567","1371",1386,"control",499,183,"561","Picasso et al, Crop Science 2008","TD",1,"SST","g m-2","T",2,5,6,"730","773",0.9444,"-0.0572","N","Y","Y",6,579.3333,449.1925,1.28972166721395,"mass","biomass",0.9444,"Y",-0.0572054737707792,6.36187795961983,1.79175946922805,"1","183",244.7514,587.3333,"0","0",579.3333,6.36187795961983,0.254426433243989,-0.287682072451781,-2.46125364611526,1.79175946922805,0
"568","1372",1387,"control",19.1,184,"562","Wenninger & Inouye, J Arid Env. 2008","TD",1,"SST","cover m-2","T",2,2,12,"2555","730",3.5,"1.2528","N","Y","Y",12,28.5,28.5,1,"cover","perc.cover",3.5,"Y",1.25276296849537,3.3499040872746,2.484906649788,"1","184",28.5,28.5,"0","0",28.5,3.3499040872746,0,0.405465108108165,-1.15128520384911,2.484906649788,0.693147180559945
"569","1379",1394,"control",21.2,184,"563","Wenninger & Inouye, J Arid Env. 2008","TD",1,"SST","cover m-2","T",2,2,12,"2555","730",3.5,"1.2528","N","Y","Y",12,46.4,46.4,1,"cover","perc.cover",3.5,"Y",1.25276296849537,3.83729945923221,2.484906649788,"1","184",46.4,46.4,"0","0",46.4,3.83729945923221,0,0.405465108108165,-1.15128520384911,2.484906649788,0.693147180559945
"570","138",801,"control",0.3143,28,"53","Fox 2004","TD",1,"SST","g L-1","A",1,2,7,"30","3.4286",8.75,"2.1691","Y","N","Y",1,0.0895,0.3179,0.281535073922617,"mass","biomass",8.75,"Y",2.16905370036952,-2.41351665370133,0,"1","28",0.0895,0.5463,"1","0",89.5,4.49423862528081,-1.26749824263595,-2.07944154167984,-0.234994471974957,1.94591014905531,0.154150679827258
"571","138",801,"control",0.3143,28,"53","Fox 2004","TD",1,"SST","g L-1","A",1,2,7,"30","3.4286",8.75,"2.1691","Y","N","Y",7,0.5463,0.3179,1.71846492607738,"mass","biomass",8.75,"Y",2.16905370036952,-0.604587003580465,1.94591014905531,"1","28",0.0895,0.5463,"1","0",546.3,6.30316827540167,0.541431407484915,-0.133531392624523,-0.234994471974957,1.94591014905531,0.154150679827258
"572","1386",1401,"control",19.9,184,"564","Wenninger & Inouye, J Arid Env. 2008","TD",1,"SST","cover m-2","T",2,2,12,"2555","730",3.5,"1.2528","N","Y","Y",12,38.1,38.1,1,"cover","perc.cover",3.5,"Y",1.25276296849537,3.64021428213266,2.484906649788,"1","184",38.1,38.1,"0","0",38.1,3.64021428213266,0,0.405465108108165,-1.15128520384911,2.484906649788,0.693147180559945
"573","139",802,"control",0.0188,28,"53","Fox 2004","TD",1,"SST","g L-1","A",1,2,7,"60","3.4286",17.5,"2.8622","Y","Y","Y",1,0.4582,0.3576,1.28131991051454,"mass","biomass",17.5,"Y",2.86220088092947,-0.780449508962742,0,"1","28",0.257,0.4582,"1","0",458.2,6.12730577001939,0.247890726720036,-2.07944154167984,0.458152708584989,1.94591014905531,0.154150679827258
"574","139",802,"control",0.0188,28,"53","Fox 2004","TD",1,"SST","g L-1","A",1,2,7,"60","3.4286",17.5,"2.8622","Y","Y","Y",7,0.257,0.3576,0.718680089485459,"mass","biomass",17.5,"Y",2.86220088092947,-1.35867919408692,1.94591014905531,"1","28",0.257,0.4582,"1","0",257,5.54907608489522,-0.330338958404139,-0.133531392624523,0.458152708584989,1.94591014905531,0.154150679827258
"575","1397",1408,"control",11.0455,186,"567","Flombaun & Sala, PNAS 2008","TD",1,"SST","cover m-2","T",2,4,6,"365","730",0.5,"-0.6931","Y","N","Y",1,7.7306,10.80465,0.71548823886012,"cover","perc.cover",0.5,"Y",-0.693147180559945,2.04518647925073,0,"1","186",7.7306,15.2863,"0","0",7.7306,2.04518647925073,-0.334790117772555,-2.07944154167984,-3.09719535290443,1.79175946922805,0
"576","1397",1408,"control",11.0455,186,"567","Flombaun & Sala, PNAS 2008","TD",1,"SST","cover m-2","T",2,4,6,"365","730",0.5,"-0.6931","Y","N","Y",2,9.025,10.80465,0.835288510039659,"cover","perc.cover",0.5,"Y",-0.693147180559945,2.19999850421894,0.693147180559945,"1","186",7.7306,15.2863,"0","0",9.025,2.19999850421894,-0.179978092804338,-1.38629436111989,-3.09719535290443,1.79175946922805,0
"577","1397",1408,"control",11.0455,186,"567","Flombaun & Sala, PNAS 2008","TD",1,"SST","cover m-2","T",2,4,6,"365","730",0.5,"-0.6931","Y","N","Y",4,11.1767,10.80465,1.0344342482172,"cover","perc.cover",0.5,"Y",-0.693147180559945,2.4138312542094,1.38629436111989,"1","186",7.7306,15.2863,"0","0",11.1767,2.4138312542094,0.0338546571861145,-0.693147180559945,-3.09719535290443,1.79175946922805,0
"578","1397",1408,"control",11.0455,186,"567","Flombaun & Sala, PNAS 2008","TD",1,"SST","cover m-2","T",2,4,6,"365","730",0.5,"-0.6931","Y","N","Y",6,15.2863,10.80465,1.41478900288302,"cover","perc.cover",0.5,"Y",-0.693147180559945,2.7269570024295,1.79175946922805,"1","186",7.7306,15.2863,"0","0",15.2863,2.7269570024295,0.346980405406213,-0.287682072451781,-3.09719535290443,1.79175946922805,0
"579","1398",1409,"control",16.5361,186,"567","Flombaun & Sala, PNAS 2008","TD",1,"SST","cover m-2","T",2,4,6,"730","730",1,"0","Y","N","Y",1,12.619,15.1655,0.832085984636181,"cover","perc.cover",1,"Y",0,2.53520361467077,0,"1","186",12.619,18.0293,"0","0",12.619,2.53520361467077,-0.183819496582367,-2.07944154167984,-2.40404817234448,1.79175946922805,0
"580","1398",1409,"control",16.5361,186,"567","Flombaun & Sala, PNAS 2008","TD",1,"SST","cover m-2","T",2,4,6,"730","730",1,"0","Y","N","Y",2,15.3321,15.1655,1.01098546042003,"cover","perc.cover",1,"Y",0,2.72994866980333,0.693147180559945,"1","186",12.619,18.0293,"0","0",15.3321,2.72994866980333,0.0109255585501857,-1.38629436111989,-2.40404817234448,1.79175946922805,0
"581","1398",1409,"control",16.5361,186,"567","Flombaun & Sala, PNAS 2008","TD",1,"SST","cover m-2","T",2,4,6,"730","730",1,"0","Y","N","Y",4,14.6816,15.1655,0.968092051036893,"cover","perc.cover",1,"Y",0,2.68659500907281,1.38629436111989,"1","186",12.619,18.0293,"0","0",14.6816,2.68659500907281,-0.0324281021803353,-0.693147180559945,-2.40404817234448,1.79175946922805,0
"582","1398",1409,"control",16.5361,186,"567","Flombaun & Sala, PNAS 2008","TD",1,"SST","cover m-2","T",2,4,6,"730","730",1,"0","Y","N","Y",6,18.0293,15.1655,1.18883650390689,"cover","perc.cover",1,"Y",0,2.89199821227963,1.79175946922805,"1","186",12.619,18.0293,"0","0",18.0293,2.89199821227963,0.172975101026489,-0.287682072451781,-2.40404817234448,1.79175946922805,0
"583","1399",1410,"control",18.0709,186,"567","Flombaun & Sala, PNAS 2008","TD",1,"SST","cover m-2","T",2,4,6,"1095","730",1.5,"0.4055","Y","Y","Y",1,15.9433,17.127625,0.930852934951577,"cover","perc.cover",1.5,"Y",0.405465108108164,2.76903867828388,0,"1","186",15.9433,18.2608,"0","0",15.9433,2.76903867828388,-0.0716539787890473,-2.07944154167984,-1.99858306423632,1.79175946922805,0
"584","1399",1410,"control",18.0709,186,"567","Flombaun & Sala, PNAS 2008","TD",1,"SST","cover m-2","T",2,4,6,"1095","730",1.5,"0.4055","Y","Y","Y",2,18.2608,17.127625,1.06616066150444,"cover","perc.cover",1.5,"Y",0.405465108108164,2.9047566858172,0.693147180559945,"1","186",15.9433,18.2608,"0","0",18.2608,2.9047566858172,0.0640640287442714,-1.38629436111989,-1.99858306423632,1.79175946922805,0
"585","1399",1410,"control",18.0709,186,"567","Flombaun & Sala, PNAS 2008","TD",1,"SST","cover m-2","T",2,4,6,"1095","730",1.5,"0.4055","Y","Y","Y",4,16.3522,17.127625,0.954726647740127,"cover","perc.cover",1.5,"Y",0.405465108108164,2.79436244486626,1.38629436111989,"1","186",15.9433,18.2608,"0","0",16.3522,2.79436244486626,-0.0463302122066651,-0.693147180559945,-1.99858306423632,1.79175946922805,0
"586","1399",1410,"control",18.0709,186,"567","Flombaun & Sala, PNAS 2008","TD",1,"SST","cover m-2","T",2,4,6,"1095","730",1.5,"0.4055","Y","Y","Y",6,17.9542,17.127625,1.04825975580385,"cover","perc.cover",1.5,"Y",0.405465108108164,2.88782407085138,1.79175946922805,"1","186",15.9433,18.2608,"0","0",17.9542,2.88782407085138,0.047131413778449,-0.287682072451781,-1.99858306423632,1.79175946922805,0
"587","1400",1411,"control",522.22,189,"568","Eisenhauer et al, Oecologia 2009","TD",1,"SST","g m-2","T",2,3,16,"365","856",0.4264,"-0.8524","Y","N","Y",1,225.1627,245.502,0.917152202426049,"mass","biomass",0.4264,"Y",-0.852377406130502,5.41682325199666,0,"1","189",225.1627,259.665,"0","0",225.1627,5.41682325199666,-0.0864818418442436,-2.07944154167984,-3.25642557847498,2.77258872223978,0.980829253011726
"588","1400",1411,"control",522.22,189,"568","Eisenhauer et al, Oecologia 2009","TD",1,"SST","g m-2","T",2,3,16,"365","856",0.4264,"-0.8524","Y","N","Y",4,259.665,245.502,1.05768995771929,"mass","biomass",0.4264,"Y",-0.852377406130502,5.5593923386968,1.38629436111989,"1","189",225.1627,259.665,"0","0",259.665,5.5593923386968,0.0560872448558999,-0.693147180559945,-3.25642557847498,2.77258872223978,0.980829253011726
"589","1400",1411,"control",522.22,189,"568","Eisenhauer et al, Oecologia 2009","TD",1,"SST","g m-2","T",2,3,16,"365","856",0.4264,"-0.8524","Y","N","Y",16,251.6783,245.502,1.02515783985467,"mass","biomass",0.4264,"Y",-0.852377406130502,5.52815168467813,2.77258872223978,"1","189",225.1627,259.665,"0","0",251.6783,5.52815168467813,0.024846590837225,0.693147180559945,-3.25642557847498,2.77258872223978,0.980829253011726
"590","1401",1412,"control",419.08,189,"569","Eisenhauer et al, Oecologia 2009","TD",1,"SST","g m-2","T",2,3,16,"365","856",0.4264,"-0.8524","Y","N","Y",1,220.0853,263.772766666667,0.834374612592682,"mass","biomass",0.4264,"Y",-0.852377406130502,5.39401519847829,0,"1","189",220.0853,298.0467,"0","0",220.0853,5.39401519847829,-0.181072801702026,-2.07944154167984,-3.25642557847498,2.77258872223978,0.980829253011726
"591","1401",1412,"control",419.08,189,"569","Eisenhauer et al, Oecologia 2009","TD",1,"SST","g m-2","T",2,3,16,"365","856",0.4264,"-0.8524","Y","N","Y",4,273.1863,263.772766666667,1.03568804108284,"mass","biomass",0.4264,"Y",-0.852377406130502,5.61015398002638,1.38629436111989,"1","189",220.0853,298.0467,"0","0",273.1863,5.61015398002638,0.0350659798460577,-0.693147180559945,-3.25642557847498,2.77258872223978,0.980829253011726
"592","1401",1412,"control",419.08,189,"569","Eisenhauer et al, Oecologia 2009","TD",1,"SST","g m-2","T",2,3,16,"365","856",0.4264,"-0.8524","Y","N","Y",16,298.0467,263.772766666667,1.12993734632448,"mass","biomass",0.4264,"Y",-0.852377406130502,5.69725018563685,2.77258872223978,"1","189",220.0853,298.0467,"0","0",298.0467,5.69725018563685,0.122162185456531,0.693147180559945,-3.25642557847498,2.77258872223978,0.980829253011726
"593","1402",1413,"control",535.4,189,"568","Eisenhauer et al, Oecologia 2009","TD",1,"SST","g m-2","T",2,3,16,"1095","856",1.2792,"0.2462","Y","Y","Y",1,163.8693,333.168366666667,0.491851317216891,"mass","biomass",1.2792,"Y",0.246234882537607,5.09906915887024,0,"1","189",163.8693,522.6333,"0","0",163.8693,5.09906915887024,-0.709578808940363,-2.07944154167984,-2.15781328980687,2.77258872223978,0.980829253011726
"594","1402",1413,"control",535.4,189,"568","Eisenhauer et al, Oecologia 2009","TD",1,"SST","g m-2","T",2,3,16,"1095","856",1.2792,"0.2462","Y","Y","Y",4,313.0025,333.168366666667,0.939472444912987,"mass","biomass",1.2792,"Y",0.246234882537607,5.7462111777287,1.38629436111989,"1","189",163.8693,522.6333,"0","0",313.0025,5.7462111777287,-0.0624367900818999,-0.693147180559945,-2.15781328980687,2.77258872223978,0.980829253011726
"595","1402",1413,"control",535.4,189,"568","Eisenhauer et al, Oecologia 2009","TD",1,"SST","g m-2","T",2,3,16,"1095","856",1.2792,"0.2462","Y","Y","Y",16,522.6333,333.168366666667,1.56867623787012,"mass","biomass",1.2792,"Y",0.246234882537607,6.25888007091871,2.77258872223978,"1","189",163.8693,522.6333,"0","0",522.6333,6.25888007091871,0.450232103108112,0.693147180559945,-2.15781328980687,2.77258872223978,0.980829253011726
"596","1403",1414,"control",781,189,"569","Eisenhauer et al, Oecologia 2009","TD",1,"SST","g m-2","T",2,3,16,"1095","856",1.2792,"0.2462","Y","Y","Y",1,232.5733,355.180833333333,0.654802506704331,"mass","biomass",1.2792,"Y",0.246234882537607,5.44920544415784,0,"1","189",232.5733,490.7067,"0","0",232.5733,5.44920544415784,-0.423421605294056,-2.07944154167984,-2.15781328980687,2.77258872223978,0.980829253011726
"597","1403",1414,"control",781,189,"569","Eisenhauer et al, Oecologia 2009","TD",1,"SST","g m-2","T",2,3,16,"1095","856",1.2792,"0.2462","Y","Y","Y",4,342.2625,355.180833333333,0.963628855723728,"mass","biomass",1.2792,"Y",0.246234882537607,5.83557798651111,1.38629436111989,"1","189",232.5733,490.7067,"0","0",342.2625,5.83557798651111,-0.0370490629407949,-0.693147180559945,-2.15781328980687,2.77258872223978,0.980829253011726
"598","1403",1414,"control",781,189,"569","Eisenhauer et al, Oecologia 2009","TD",1,"SST","g m-2","T",2,3,16,"1095","856",1.2792,"0.2462","Y","Y","Y",16,490.7067,355.180833333333,1.38156863757194,"mass","biomass",1.2792,"Y",0.246234882537607,6.19584659696637,2.77258872223978,"1","189",232.5733,490.7067,"0","0",490.7067,6.19584659696637,0.323219547514468,0.693147180559945,-2.15781328980687,2.77258872223978,0.980829253011726
"599","1408",1415,"control",520,191,"572","Sullivan & Zedler, Oikos 1999","TD",1,"SST","g m-2","T",1,4,6,"180","638",0.2821,"-1.2654","N","Y","N",1,349,410,0.851219512195122,"mass","biomass",0.2821,"Y",-1.26549366097419,5.85507192220243,0,"1","191",349,460,"0","0",349,5.85507192220243,-0.161085237495926,-2.07944154167984,-3.66954183331867,1.79175946922805,0
"600","1408",1415,"control",520,191,"572","Sullivan & Zedler, Oikos 1999","TD",1,"SST","g m-2","T",1,4,6,"180","638",0.2821,"-1.2654","N","Y","N",2,378,410,0.921951219512195,"mass","biomass",0.2821,"Y",-1.26549366097419,5.93489419561959,0.693147180559945,"1","191",349,460,"0","0",378,5.93489419561959,-0.0812629640787658,-1.38629436111989,-3.66954183331867,1.79175946922805,0
"601","1408",1415,"control",520,191,"572","Sullivan & Zedler, Oikos 1999","TD",1,"SST","g m-2","T",1,4,6,"180","638",0.2821,"-1.2654","N","Y","N",3,453,410,1.10487804878049,"mass","biomass",0.2821,"Y",-1.26549366097419,6.11589212548303,1.09861228866811,"1","191",349,460,"0","0",453,6.11589212548303,0.0997349657846806,-0.980829253011726,-3.66954183331867,1.79175946922805,0
"602","1408",1415,"control",520,191,"572","Sullivan & Zedler, Oikos 1999","TD",1,"SST","g m-2","T",1,4,6,"180","638",0.2821,"-1.2654","N","Y","N",6,460,410,1.1219512195122,"mass","biomass",0.2821,"Y",-1.26549366097419,6.13122648948314,1.79175946922805,"1","191",349,460,"0","0",460,6.13122648948314,0.115069329784787,-0.287682072451781,-3.66954183331867,1.79175946922805,0
"603","1409",1416,"control",1570,191,"586","Sullivan & Zedler, Oikos 1999","TD",1,"SST","g m-2","T",1,4,6,"180","638",0.2821,"-1.2654","N","Y","N",1,1060,1300,0.815384615384615,"mass","biomass",0.2821,"Y",-1.26549366097419,6.96602418710611,0,"1","191",1060,1410,"0","0",1060,6.96602418710611,-0.204095356343515,-2.07944154167984,-3.66954183331867,1.79175946922805,0
"604","1409",1416,"control",1570,191,"586","Sullivan & Zedler, Oikos 1999","TD",1,"SST","g m-2","T",1,4,6,"180","638",0.2821,"-1.2654","N","Y","N",2,1340,1300,1.03076923076923,"mass","biomass",0.2821,"Y",-1.26549366097419,7.20042489294496,0.693147180559945,"1","191",1060,1410,"0","0",1340,7.20042489294496,0.0303053494953288,-1.38629436111989,-3.66954183331867,1.79175946922805,0
"605","1409",1416,"control",1570,191,"586","Sullivan & Zedler, Oikos 1999","TD",1,"SST","g m-2","T",1,4,6,"180","638",0.2821,"-1.2654","N","Y","N",3,1410,1300,1.08461538461538,"mass","biomass",0.2821,"Y",-1.26549366097419,7.25134498337221,1.09861228866811,"1","191",1060,1410,"0","0",1410,7.25134498337221,0.0812254399225858,-0.980829253011726,-3.66954183331867,1.79175946922805,0
"606","1409",1416,"control",1570,191,"586","Sullivan & Zedler, Oikos 1999","TD",1,"SST","g m-2","T",1,4,6,"180","638",0.2821,"-1.2654","N","Y","N",6,1390,1300,1.06923076923077,"mass","biomass",0.2821,"Y",-1.26549366097419,7.23705902612474,1.79175946922805,"1","191",1060,1410,"0","0",1390,7.23705902612474,0.0669394826751093,-0.287682072451781,-3.66954183331867,1.79175946922805,0
"607","1410",1417,"control",557,191,"573","Sullivan & Zedler, Oikos 1999","TD",1,"SST","g m-2","T",1,3,6,"180","638",0.2821,"-1.2654","N","Y","N",1,353,398.333333333333,0.886192468619247,"mass","biomass",0.2821,"Y",-1.26549366097419,5.8664680569333,0,"1","191",353,484,"0","0",353,5.8664680569333,-0.120821118764204,-2.07944154167984,-3.66954183331867,1.79175946922805,0
"608","1410",1417,"control",557,191,"573","Sullivan & Zedler, Oikos 1999","TD",1,"SST","g m-2","T",1,3,6,"180","638",0.2821,"-1.2654","N","Y","N",3,484,398.333333333333,1.21506276150628,"mass","biomass",0.2821,"Y",-1.26549366097419,6.18208490671663,1.09861228866811,"1","191",353,484,"0","0",484,6.18208490671663,0.19479573101913,-0.980829253011726,-3.66954183331867,1.79175946922805,0
"609","1410",1417,"control",557,191,"573","Sullivan & Zedler, Oikos 1999","TD",1,"SST","g m-2","T",1,3,6,"180","638",0.2821,"-1.2654","N","Y","N",6,358,398.333333333333,0.898744769874477,"mass","biomass",0.2821,"Y",-1.26549366097419,5.8805329864007,1.79175946922805,"1","191",353,484,"0","0",358,5.8805329864007,-0.106756189296801,-0.287682072451781,-3.66954183331867,1.79175946922805,0
"610","1411",1418,"control",963,191,"587","Sullivan & Zedler, Oikos 1999","TD",1,"SST","g m-2","T",1,3,6,"180","638",0.2821,"-1.2654","N","Y","N",1,616,618.333333333333,0.99622641509434,"mass","biomass",0.2821,"Y",-1.26549366097419,6.42324696353352,0,"1","191",593,646,"0","0",616,6.42324696353352,-0.00378072283990616,-2.07944154167984,-3.66954183331867,1.79175946922805,0
"611","1411",1418,"control",963,191,"587","Sullivan & Zedler, Oikos 1999","TD",1,"SST","g m-2","T",1,3,6,"180","638",0.2821,"-1.2654","N","Y","N",3,646,618.333333333333,1.04474393530997,"mass","biomass",0.2821,"Y",-1.26549366097419,6.4707995037826,1.09861228866811,"1","191",593,646,"0","0",646,6.4707995037826,0.043771817409176,-0.980829253011726,-3.66954183331867,1.79175946922805,0
"612","1411",1418,"control",963,191,"587","Sullivan & Zedler, Oikos 1999","TD",1,"SST","g m-2","T",1,3,6,"180","638",0.2821,"-1.2654","N","Y","N",6,593,618.333333333333,0.959029649595687,"mass","biomass",0.2821,"Y",-1.26549366097419,6.38519439899773,1.79175946922805,"1","191",593,646,"0","0",593,6.38519439899773,-0.0418332873757004,-0.287682072451781,-3.66954183331867,1.79175946922805,0
"613","1412",1419,"control",0.000713,192,"574","Power & Cardinale, Oikos 2009","TD",1,"SST","g L-1","A",1,5,5,"13","2.7",4.8148,"1.5717","Y","N","N",1,0.000453,0.0008004,0.565967016491754,"mass","biomass",4.8148,"Y",1.57169450752344,-7.69961843248124,0,"1","192",0.000453,0.00107,"1","0",0.453,-0.791863153499103,-0.569219477226544,-2.07944154167984,-0.832353664821037,1.6094379124341,-0.182321556793955
"614","1412",1419,"control",0.000713,192,"574","Power & Cardinale, Oikos 2009","TD",1,"SST","g L-1","A",1,5,5,"13","2.7",4.8148,"1.5717","Y","N","N",2,0.000828,0.0008004,1.03448275862069,"mass","biomass",4.8148,"Y",1.57169450752344,-7.09649740357901,0.693147180559945,"1","192",0.000453,0.00107,"1","0",0.828,-0.188742124596877,0.0339015516756814,-1.38629436111989,-0.832353664821037,1.6094379124341,-0.182321556793955
"615","1412",1419,"control",0.000713,192,"574","Power & Cardinale, Oikos 2009","TD",1,"SST","g L-1","A",1,5,5,"13","2.7",4.8148,"1.5717","Y","N","N",3,0.00107,0.0008004,1.3368315842079,"mass","biomass",4.8148,"Y",1.57169450752344,-6.84009663050832,1.09861228866811,"1","192",0.000453,0.00107,"1","0",1.07,0.0676586484738149,0.290302324746374,-0.980829253011726,-0.832353664821037,1.6094379124341,-0.182321556793955
