site,studySub,studyName,subSiteID,sppCode,Scale,date.no,dateR,rich,div,abund,temp_n,duration,initialDate.no,initialRich,initialDiv,initialAbund,initialDateR,PubGrayRaw,Peer,Sys,Taxon,Trophic,alphaSQM,AbundType,AbundUnitsOrig,AbundYes,Event,Event1,Event2,Driver,Prediction,EventDate1,EventDate2,Lat,Long,nSiteReps,Climate,Protection,event1R,event2R,abundFinal,slKM,gammaSQM,richLN,initialRichLN,year0,initialYr,year0Z,initialYrZ,durationZ,abundCS
AHND,SBCmobS,SBC,SBCmobS_AHND_S,S,gamma,39660,8/1/12,8,NA,87,12,11.01,35642,2,NA,4,8/1/01,Raw,Unpublished,hardBottom,benthic invertebrate consumers,3,80,Abundance,individualsPerSample,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,0.54375,0.1,400,2.092,0.742,50.58,39.58,22.58,11.58,-16.99,0.951
AHND,SBCmobS,SBC,SBCmobS_AHND_S,S,gamma,37833,8/1/07,10,NA,74,12,11.01,35642,2,NA,4,8/1/01,Raw,Unpublished,hardBottom,benthic invertebrate consumers,3,80,Abundance,individualsPerSample,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,0.4625,0.1,400,2.313,0.742,45.58,39.58,17.58,11.58,-16.99,0.533
AHND,SBCmobS,SBC,SBCmobS_AHND_S,S,gamma,36372,8/1/03,8,NA,29,12,11.01,35642,2,NA,4,8/1/01,Raw,Unpublished,hardBottom,benthic invertebrate consumers,3,80,Abundance,individualsPerSample,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,0.18125,0.1,400,2.092,0.742,41.58,39.58,13.58,11.58,-16.99,-0.913
AHND,SBCfish,SBC,SBCfish_AHND_R,R,alpha,38199,8/1/08,6,1.132710873,39.5,12,11.01,35642,7,1.638,30,8/1/01,Raw,Unpublished,hardBottom,fish,3,80,Abundance,individualsPerSample,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,0.49375,0.1,400,1.808,1.96,46.58,39.58,18.58,11.58,-16.99,0.24
AHND,SBCfish,SBC,SBCfish_AHND_R,R,alpha,39660,8/1/12,8,1.18599183,64,12,11.01,35642,7,1.638,30,8/1/01,Raw,Unpublished,hardBottom,fish,3,80,Abundance,individualsPerSample,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,0.8,0.1,400,2.092,1.96,50.58,39.58,22.58,11.58,-16.99,1.277
AHND,SBCalg,SBC,SBCalg_AHND_R,R,alpha,39294,8/1/11,10,1.360011411,74.375,12,11.01,35642,13.5,2.248,90,8/1/01,Raw,Unpublished,hardBottom,algae,1,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,74.4,0.1,200,2.313,2.61,49.58,39.58,21.58,11.58,-16.99,1.042
AHND,SBCalg,SBC,SBCalg_AHND_R,R,alpha,38929,8/1/10,9.5,1.811272002,51.25,12,11.01,35642,13.5,2.248,90,8/1/01,Raw,Unpublished,hardBottom,algae,1,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,51.3,0.1,200,2.262,2.61,48.58,39.58,20.58,11.58,-16.99,0.152
AHND,SBCalg,SBC,SBCalg_AHND_R,R,alpha,39660,8/1/12,9.5,1.824891285,67.5,12,11.01,35642,13.5,2.248,90,8/1/01,Raw,Unpublished,hardBottom,algae,1,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,67.5,0.1,200,2.262,2.61,50.58,39.58,22.58,11.58,-16.99,0.776
AHND,SBCalg,SBC,SBCalg_AHND_R,R,alpha,37103,8/1/05,6,1.32717791,19.375,12,11.01,35642,13.5,2.248,90,8/1/01,Raw,Unpublished,hardBottom,algae,1,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,19.4,0.1,200,1.808,2.61,43.58,39.58,15.58,11.58,-16.99,-1.077
AHND,SBCalg,SBC,SBCalg_AHND_R,R,alpha,36738,8/1/04,6.5,1.645473445,31.25,12,11.01,35642,13.5,2.248,90,8/1/01,Raw,Unpublished,hardBottom,algae,1,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,31.3,0.1,200,1.887,2.61,42.58,39.58,14.58,11.58,-16.99,-0.618
AHND,SBCalg,SBC,SBCalg_AHND_R,R,alpha,37833,8/1/07,3,0.539580796,10.625,12,11.01,35642,13.5,2.248,90,8/1/01,Raw,Unpublished,hardBottom,algae,1,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,10.6,0.1,200,1.131,2.61,45.58,39.58,17.58,11.58,-16.99,-1.415
AHND,SBCalg,SBC,SBCalg_AHND_R,R,alpha,36372,8/1/03,5.5,1.256810962,65.625,12,11.01,35642,13.5,2.248,90,8/1/01,Raw,Unpublished,hardBottom,algae,1,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,65.6,0.1,200,1.723,2.61,41.58,39.58,13.58,11.58,-16.99,0.703
AHND,SBCalg,SBC,SBCalg_AHND_R,R,alpha,36007,8/1/02,6,1.497638583,30.625,12,11.01,35642,13.5,2.248,90,8/1/01,Raw,Unpublished,hardBottom,algae,1,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,30.6,0.1,200,1.808,2.61,40.58,39.58,12.58,11.58,-16.99,-0.645
AHND,SBCalg,SBC,SBCalg_AHND_R,R,alpha,38564,8/1/09,9.5,1.662487416,24.375,12,11.01,35642,13.5,2.248,90,8/1/01,Raw,Unpublished,hardBottom,algae,1,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,24.4,0.1,200,2.262,2.61,47.58,39.58,19.58,11.58,-16.99,-0.884
AHND,SBCalg,SBC,SBCalg_AHND_R,R,alpha,38199,8/1/08,7,0.85182027,72.5,12,11.01,35642,13.5,2.248,90,8/1/01,Raw,Unpublished,hardBottom,algae,1,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,72.5,0.1,200,1.96,2.61,46.58,39.58,18.58,11.58,-16.99,0.969
AHND,SBCinv,SBC,SBCinv_AHND_R,R,alpha,36738,8/1/04,4,0.483932421,42.5,12,11.01,35642,2.5,0.83,4.375,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,42.5,0.1,200,1.411,0.956,42.58,39.58,14.58,11.58,-16.99,2.173
AHND,SBCinv,SBC,SBCinv_AHND_R,R,alpha,39660,8/1/12,3.5,0.68446118,13.125,12,11.01,35642,2.5,0.83,4.375,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,13.1,0.1,200,1.281,0.956,50.58,39.58,22.58,11.58,-16.99,-0.674
AHND,SBCinv,SBC,SBCinv_AHND_R,R,alpha,38199,8/1/08,5.5,1.042214884,21.875,12,11.01,35642,2.5,0.83,4.375,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,21.9,0.1,200,1.723,0.956,46.58,39.58,18.58,11.58,-16.99,0.178
AHND,SBCinv,SBC,SBCinv_AHND_R,R,alpha,38564,8/1/09,4.5,0.868267203,25.625,12,11.01,35642,2.5,0.83,4.375,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,25.6,0.1,200,1.526,0.956,47.58,39.58,19.58,11.58,-16.99,0.537
AHND,SBCfish,SBC,SBCfish_AHND_R,R,alpha,38564,8/1/09,3.5,0.750143785,15.5,12,11.01,35642,7,1.638,30,8/1/01,Raw,Unpublished,hardBottom,fish,3,80,Abundance,individualsPerSample,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,0.19375,0.1,400,1.281,1.96,47.58,39.58,19.58,11.58,-16.99,-0.776
AHND,SBCfish,SBC,SBCfish_AHND_R,R,alpha,37833,8/1/07,9.5,0.956172841,58,12,11.01,35642,7,1.638,30,8/1/01,Raw,Unpublished,hardBottom,fish,3,80,Abundance,individualsPerSample,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,0.725,0.1,400,2.262,1.96,45.58,39.58,17.58,11.58,-16.99,1.023
AHND,SBCfish,SBC,SBCfish_AHND_R,R,alpha,37103,8/1/05,3.5,0.795547782,13,12,11.01,35642,7,1.638,30,8/1/01,Raw,Unpublished,hardBottom,fish,3,80,Abundance,individualsPerSample,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,0.1625,0.1,400,1.281,1.96,43.58,39.58,15.58,11.58,-16.99,-0.882
AHND,SBCfish,SBC,SBCfish_AHND_R,R,alpha,36738,8/1/04,7,1.743019659,16,12,11.01,35642,7,1.638,30,8/1/01,Raw,Unpublished,hardBottom,fish,3,80,Abundance,individualsPerSample,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,0.2,0.1,400,1.96,1.96,42.58,39.58,14.58,11.58,-16.99,-0.755
AHND,SBCfish,SBC,SBCfish_AHND_R,R,alpha,36007,8/1/02,4,0.747374029,13.5,12,11.01,35642,7,1.638,30,8/1/01,Raw,Unpublished,hardBottom,fish,3,80,Abundance,individualsPerSample,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,0.16875,0.1,400,1.411,1.96,40.58,39.58,12.58,11.58,-16.99,-0.861
AHND,SBCfish,SBC,SBCfish_AHND_R,R,alpha,36372,8/1/03,2,0.519860386,4.5,12,11.01,35642,7,1.638,30,8/1/01,Raw,Unpublished,hardBottom,fish,3,80,Abundance,individualsPerSample,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,0.05625,0.1,400,0.742,1.96,41.58,39.58,13.58,11.58,-16.99,-1.242
AHND,SBCfish,SBC,SBCfish_AHND_R,R,alpha,39294,8/1/11,7,1.178551277,52.5,12,11.01,35642,7,1.638,30,8/1/01,Raw,Unpublished,hardBottom,fish,3,80,Abundance,individualsPerSample,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,0.65625,0.1,400,1.96,1.96,49.58,39.58,21.58,11.58,-16.99,0.79
AHND,SBCfish,SBC,SBCfish_AHND_R,R,alpha,38929,8/1/10,9.5,1.139894542,76,12,11.01,35642,7,1.638,30,8/1/01,Raw,Unpublished,hardBottom,fish,3,80,Abundance,individualsPerSample,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,0.95,0.1,400,2.262,1.96,48.58,39.58,20.58,11.58,-16.99,1.785
AHND,SBCfish,SBC,SBCfish_AHND_R,R,alpha,37468,8/1/06,3.5,0.687802169,23.5,12,11.01,35642,7,1.638,30,8/1/01,Raw,Unpublished,hardBottom,fish,3,80,Abundance,individualsPerSample,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,0.29375,0.1,400,1.281,1.96,44.58,39.58,16.58,11.58,-16.99,-0.438
AHND,SBCinv,SBC,SBCinv_AHND_R,R,alpha,38929,8/1/10,3.5,0.847871267,10,12,11.01,35642,2.5,0.83,4.375,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,10,0.1,200,1.281,0.956,48.58,39.58,20.58,11.58,-16.99,-0.974
AHND,SBCinv,SBC,SBCinv_AHND_R,R,alpha,36007,8/1/02,3,0.658844151,23.125,12,11.01,35642,2.5,0.83,4.375,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,23.1,0.1,200,1.131,0.956,40.58,39.58,12.58,11.58,-16.99,0.295
AHND,SBCinv,SBC,SBCinv_AHND_R,R,alpha,37468,8/1/06,1,0,16.25,12,11.01,35642,2.5,0.83,4.375,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,16.3,0.1,200,0.095,0.956,44.58,39.58,16.58,11.58,-16.99,-0.364
AHND,SBCinv,SBC,SBCinv_AHND_R,R,alpha,36372,8/1/03,2.5,0.746942863,11.25,12,11.01,35642,2.5,0.83,4.375,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,11.3,0.1,200,0.956,0.956,41.58,39.58,13.58,11.58,-16.99,-0.848
AHND,SBCinv,SBC,SBCinv_AHND_S,S,gamma,37468,8/1/06,1,NA,32.5,12,11.01,35642,4,NA,8.8,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,32.5,0.1,200,0.095,1.411,44.58,39.58,16.58,11.58,-16.99,-0.368
AHND,SBCinv,SBC,SBCinv_AHND_S,S,gamma,36738,8/1/04,7,NA,85,12,11.01,35642,4,NA,8.8,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,85,0.1,200,1.96,1.411,42.58,39.58,14.58,11.58,-16.99,2.173
AHND,SBCinv,SBC,SBCinv_AHND_S,S,gamma,39660,8/1/12,7,NA,26.2,12,11.01,35642,4,NA,8.8,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,26.2,0.1,200,1.96,1.411,50.58,39.58,22.58,11.58,-16.99,-0.673
AHND,SBCinv,SBC,SBCinv_AHND_S,S,gamma,37103,8/1/05,8,NA,41.2,12,11.01,35642,4,NA,8.8,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,41.2,0.1,200,2.092,1.411,43.58,39.58,15.58,11.58,-16.99,0.053
AHND,SBCinv,SBC,SBCinv_AHND_S,S,gamma,35642,8/1/01,4,NA,8.8,12,11.01,35642,4,NA,8.8,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,8.8,0.1,200,1.411,1.411,39.58,39.58,11.58,11.58,-16.99,-1.515
AHND,SBCinv,SBC,SBCinv_AHND_S,S,gamma,37833,8/1/07,7,NA,40,12,11.01,35642,4,NA,8.8,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,40,0.1,200,1.96,1.411,45.58,39.58,17.58,11.58,-16.99,-0.005
AHND,SBCfish,SBC,SBCfish_AHND_S,S,gamma,36738,8/1/04,13,NA,32,12,11.01,35642,11,NA,60,8/1/01,Raw,Unpublished,hardBottom,fish,3,80,Abundance,individualsPerSample,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,0.2,0.1,400,2.573,2.407,42.58,39.58,14.58,11.58,-16.99,-0.755
AHND,SBCinv,SBC,SBCinv_AHND_S,S,gamma,38564,8/1/09,8,NA,51.2,12,11.01,35642,4,NA,8.8,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,51.2,0.1,200,2.092,1.411,47.58,39.58,19.58,11.58,-16.99,0.537
AHND,SBCinv,SBC,SBCinv_AHND_S,S,gamma,38929,8/1/10,6,NA,20,12,11.01,35642,4,NA,8.8,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,20,0.1,200,1.808,1.411,48.58,39.58,20.58,11.58,-16.99,-0.973
AHND,SBCinv,SBC,SBCinv_AHND_S,S,gamma,36372,8/1/03,5,NA,22.5,12,11.01,35642,4,NA,8.8,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,22.5,0.1,200,1.629,1.411,41.58,39.58,13.58,11.58,-16.99,-0.852
AHND,SBCinv,SBC,SBCinv_AHND_R,R,alpha,35642,8/1/01,2.5,0.830473717,4.375,12,11.01,35642,2.5,0.83,4.375,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,4.4,0.1,200,0.956,0.956,39.58,39.58,11.58,11.58,-16.99,-1.516
AHND,SBCinv,SBC,SBCinv_AHND_R,R,alpha,39294,8/1/11,2.5,0.306771356,31.875,12,11.01,35642,2.5,0.83,4.375,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,31.9,0.1,200,0.956,0.956,49.58,39.58,21.58,11.58,-16.99,1.147
AHND,SBCinv,SBC,SBCinv_AHND_R,R,alpha,37103,8/1/05,4,0.817992215,20.625,12,11.01,35642,2.5,0.83,4.375,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,20.6,0.1,200,1.411,0.956,43.58,39.58,15.58,11.58,-16.99,0.052
AHND,SBCinv,SBC,SBCinv_AHND_R,R,alpha,37833,8/1/07,4,0.56056789,20,12,11.01,35642,2.5,0.83,4.375,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,20,0.1,200,1.411,0.956,45.58,39.58,17.58,11.58,-16.99,-0.006
AHND,SBCfish,SBC,SBCfish_AHND_S,S,gamma,38564,8/1/09,8,NA,31,12,11.01,35642,11,NA,60,8/1/01,Raw,Unpublished,hardBottom,fish,3,80,Abundance,individualsPerSample,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,0.19375,0.1,400,2.092,2.407,47.58,39.58,19.58,11.58,-16.99,-0.776
AHND,SBCinv,SBC,SBCinv_AHND_S,S,gamma,38199,8/1/08,10,NA,43.8,12,11.01,35642,4,NA,8.8,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,43.8,0.1,200,2.313,1.411,46.58,39.58,18.58,11.58,-16.99,0.179
AHND,SBCfish,SBC,SBCfish_AHND_S,S,gamma,38929,8/1/10,17,NA,152,12,11.01,35642,11,NA,60,8/1/01,Raw,Unpublished,hardBottom,fish,3,80,Abundance,individualsPerSample,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,0.95,0.1,400,2.839,2.407,48.58,39.58,20.58,11.58,-16.99,1.785
AHND,SBCfish,SBC,SBCfish_AHND_S,S,gamma,39294,8/1/11,11,NA,105,12,11.01,35642,11,NA,60,8/1/01,Raw,Unpublished,hardBottom,fish,3,80,Abundance,individualsPerSample,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,0.65625,0.1,400,2.407,2.407,49.58,39.58,21.58,11.58,-16.99,0.79
AHND,SBCalg,SBC,SBCalg_AHND_S,S,gamma,39660,8/1/12,17,NA,135,12,11.01,35642,17,NA,180,8/1/01,Raw,Unpublished,hardBottom,algae,1,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,135,0.1,200,2.839,2.839,50.58,39.58,22.58,11.58,-16.99,0.776
AHND,SBCalg,SBC,SBCalg_AHND_S,S,gamma,36738,8/1/04,12,NA,62.5,12,11.01,35642,17,NA,180,8/1/01,Raw,Unpublished,hardBottom,algae,1,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,62.5,0.1,200,2.493,2.839,42.58,39.58,14.58,11.58,-16.99,-0.62
AHND,SBCalg,SBC,SBCalg_AHND_S,S,gamma,39294,8/1/11,18,NA,148.8,12,11.01,35642,17,NA,180,8/1/01,Raw,Unpublished,hardBottom,algae,1,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,148.8,0.1,200,2.896,2.839,49.58,39.58,21.58,11.58,-16.99,1.042
AHND,SBCinv,SBC,SBCinv_AHND_S,S,gamma,36007,8/1/02,5,NA,46.2,12,11.01,35642,4,NA,8.8,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,46.2,0.1,200,1.629,1.411,40.58,39.58,12.58,11.58,-16.99,0.295
AHND,SBCinv,SBC,SBCinv_AHND_S,S,gamma,39294,8/1/11,4,NA,63.8,12,11.01,35642,4,NA,8.8,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,63.8,0.1,200,1.411,1.411,49.58,39.58,21.58,11.58,-16.99,1.147
AHND,SBCalg,SBC,SBCalg_AHND_S,S,gamma,37833,8/1/07,6,NA,21.2,12,11.01,35642,17,NA,180,8/1/01,Raw,Unpublished,hardBottom,algae,1,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.471817,-120.1426165,1,subtropical,2_unprotected,NA,NA,21.2,0.1,200,1.808,2.839,45.58,39.58,17.58,11.58,-16.99,-1.415
AQUE,SBCmobQ,SBC,SBCmobQ_AQUE_S,S,gamma,39660,8/1/12,6,NA,269,12,11.01,35642,9,NA,484,8/1/01,Raw,Unpublished,hardBottom,benthic invertebrate consumers,3,1,Abundance,individualsPerSample,1,no,NA,NA,None,neutral,NA,NA,34.46774988,-120.11905,1,subtropical,2_unprotected,NA,NA,8.96667,0.1,21,1.808,2.208,50.58,39.58,22.58,11.58,-16.99,-0.1
AQUE,SBCmobQ,SBC,SBCmobQ_AQUE_R,R,alpha,36372,8/1/03,1.233333333,0.273395554,2.4,12,11.01,35642,1.533333333,0.263,16.13333,8/1/01,Raw,Unpublished,hardBottom,benthic invertebrate consumers,3,1,Abundance,individualsPerSample,1,no,NA,NA,None,neutral,NA,NA,34.46774988,-120.11905,1,subtropical,2_unprotected,NA,NA,2.4,0.1,21,0.288,0.491,41.58,39.58,13.58,11.58,-16.99,-1.022
AQUE,SBCmobQ,SBC,SBCmobQ_AQUE_S,S,gamma,38564,8/1/09,9,NA,673,12,11.01,35642,9,NA,484,8/1/01,Raw,Unpublished,hardBottom,benthic invertebrate consumers,3,1,Abundance,individualsPerSample,1,no,NA,NA,None,neutral,NA,NA,34.46774988,-120.11905,1,subtropical,2_unprotected,NA,NA,22.43333,0.1,21,2.208,2.208,47.58,39.58,19.58,11.58,-16.99,1.793
AQUE,SBCmobQ,SBC,SBCmobQ_AQUE_S,S,gamma,39294,8/1/11,8,NA,400,12,11.01,35642,9,NA,484,8/1/01,Raw,Unpublished,hardBottom,benthic invertebrate consumers,3,1,Abundance,individualsPerSample,1,no,NA,NA,None,neutral,NA,NA,34.46774988,-120.11905,1,subtropical,2_unprotected,NA,NA,13.33333,0.1,21,2.092,2.208,49.58,39.58,21.58,11.58,-16.99,0.514
AQUE,SBCmobQ,SBC,SBCmobQ_AQUE_S,S,gamma,35642,8/1/01,9,NA,484,12,11.01,35642,9,NA,484,8/1/01,Raw,Unpublished,hardBottom,benthic invertebrate consumers,3,1,Abundance,individualsPerSample,1,no,NA,NA,None,neutral,NA,NA,34.46774988,-120.11905,1,subtropical,2_unprotected,NA,NA,16.13333,0.1,21,2.208,2.208,39.58,39.58,11.58,11.58,-16.99,0.908
AQUE,SBCmobQ,SBC,SBCmobQ_AQUE_S,S,gamma,36738,8/1/04,8,NA,132,12,11.01,35642,9,NA,484,8/1/01,Raw,Unpublished,hardBottom,benthic invertebrate consumers,3,1,Abundance,individualsPerSample,1,no,NA,NA,None,neutral,NA,NA,34.46774988,-120.11905,1,subtropical,2_unprotected,NA,NA,4.4,0.1,21,2.092,2.208,42.58,39.58,14.58,11.58,-16.99,-0.741
AQUE,SBCinv,SBC,SBCinv_AQUE_R,R,alpha,37103,8/1/05,7.4,1.146243524,44.75,12,11.01,35642,3.4,0.719,24.25,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.46774988,-120.11905,1,subtropical,2_unprotected,NA,NA,44.8,0.1,200,2.015,1.253,43.58,39.58,15.58,11.58,-16.99,0.417
AQUE,SBCinv,SBC,SBCinv_AQUE_R,R,alpha,36738,8/1/04,7.4,1.342384796,69.75,12,11.01,35642,3.4,0.719,24.25,8/1/01,Raw,Unpublished,hardBottom,sessile invertebrates,2,40,PercentCover,PercentCover,1,no,NA,NA,None,neutral,NA,NA,34.46774988,-120.11905,1,subtropical,2_unprotected,NA,NA,69.8,0.1,200,2.015,1.253,42.58,39.58,14.58,11.58,-16.99,2.5
